"business_id","Score","date","type"
2043,"92","20140121","routine"
2043,"90","20130715","routine"
2043,"87","20121214","routine"
2043,"87","20120411","routine"
2043,"86","20111021","routine"
2044,"69","20140806","routine"
2044,"77","20121217","routine"
2044,"81","20120312","routine"
2047,"98","20140205","routine"
2047,"88","20130729","routine"
2047,"94","20121019","routine"
2047,"90","20120410","routine"
2047,"90","20111021","routine"
2048,"92","20140411","routine"
2048,"88","20131003","routine"
2048,"90","20121211","routine"
2048,"92","20120507","routine"
2048,"90","20111118","routine"
2050,"98","20130410","routine"
2050,"96","20120814","routine"
2050,"88","20111202","routine"
2051,"98","20140522","routine"
2051,"94","20121012","routine"
2051,"93","20111202","routine"
2053,"90","20140606","routine"
2053,"75","20131118","routine"
2053,"90","20130124","routine"
2053,"87","20120606","routine"
2053,"74","20111024","routine"
2054,"87","20140212","routine"
2054,"81","20130625","routine"
2054,"82","20120720","routine"
2054,"87","20120113","routine"
2055,"86","20140812","routine"
2055,"90","20130924","routine"
2055,"58","20120827","routine"
2055,"77","20111109","routine"
2057,"83","20140415","routine"
2057,"92","20130909","routine"
2057,"77","20130124","routine"
2057,"77","20120328","routine"
2060,"90","20140127","routine"
2060,"85","20130510","routine"
2060,"76","20121130","routine"
2060,"73","20120329","routine"
2061,"92","20140227","routine"
2061,"90","20130619","routine"
2061,"94","20120509","routine"
2061,"94","20110921","routine"
2063,"80","20140326","routine"
2063,"86","20130515","routine"
2063,"92","20120525","routine"
2066,"79","20140721","routine"
2066,"80","20121217","routine"
2066,"74","20120521","routine"
2066,"79","20111103","routine"
2070,"92","20140528","routine"
2070,"73","20130522","routine"
2070,"92","20120525","routine"
2071,"88","20140718","routine"
2071,"86","20140108","routine"
2071,"88","20130131","routine"
2071,"90","20120530","routine"
2071,"75","20111103","routine"
2072,"94","20140529","routine"
2072,"88","20131108","routine"
2072,"91","20130312","routine"
2072,"94","20120823","routine"
2072,"92","20120120","routine"
2076,"79","20140429","routine"
2076,"88","20131106","routine"
2076,"88","20130124","routine"
2076,"86","20120521","routine"
2076,"73","20111101","routine"
2077,"88","20140108","routine"
2077,"86","20130515","routine"
2077,"92","20120823","routine"
2077,"94","20120120","routine"
2080,"96","20140110","routine"
2080,"98","20130523","routine"
2080,"87","20120802","routine"
2080,"90","20120320","routine"
2080,"93","20110912","routine"
2085,"84","20140409","routine"
2085,"94","20130419","routine"
2085,"94","20120313","routine"
2094,"87","20140630","routine"
2094,"96","20140212","routine"
2094,"78","20130725","routine"
2094,"98","20121113","routine"
2094,"100","20120207","routine"
2094,"100","20120111","routine"
2104,"81","20140513","routine"
2104,"79","20130418","routine"
2104,"84","20120613","routine"
2104,"79","20111115","routine"
2105,"94","20140507","routine"
2105,"92","20130422","routine"
2105,"83","20120423","routine"
2106,"84","20131002","routine"
2106,"86","20130130","routine"
2106,"84","20120410","routine"
2106,"88","20110915","routine"
2107,"78","20140416","routine"
2107,"82","20130610","routine"
2107,"81","20120730","routine"
2107,"80","20120119","routine"
2109,"81","20140626","routine"
2109,"88","20131008","routine"
2109,"86","20130325","routine"
2109,"88","20120402","routine"
2110,"90","20140317","routine"
2110,"89","20130724","routine"
2110,"86","20121210","routine"
2110,"87","20120530","routine"
2110,"87","20111110","routine"
2115,"91","20140319","routine"
2115,"88","20131015","routine"
2115,"85","20130501","routine"
2115,"86","20121003","routine"
2115,"89","20120404","routine"
2115,"89","20111025","routine"
2117,"96","20131105","routine"
2117,"92","20130109","routine"
2117,"90","20120605","routine"
2117,"94","20111206","routine"
2118,"93","20140514","routine"
2118,"94","20130725","routine"
2118,"92","20121003","routine"
2118,"94","20120314","routine"
2124,"96","20140508","routine"
2124,"96","20130529","routine"
2124,"92","20120209","routine"
2127,"100","20140123","routine"
2127,"91","20130719","routine"
2127,"86","20121024","routine"
2127,"78","20120427","routine"
2127,"92","20111110","routine"
2131,"94","20140611","routine"
2131,"98","20131104","routine"
2131,"96","20121203","routine"
2131,"96","20120503","routine"
2131,"87","20111121","routine"
2132,"96","20140221","routine"
2132,"94","20130111","routine"
2132,"98","20120423","routine"
2134,"89","20140203","routine"
2134,"90","20121219","routine"
2134,"77","20120620","routine"
2134,"90","20111117","routine"
2135,"92","20140319","routine"
2135,"96","20130315","routine"
2135,"100","20120628","routine"
2136,"96","20140709","routine"
2136,"96","20131126","routine"
2136,"100","20130412","routine"
2136,"94","20120727","routine"
2138,"100","20130719","routine"
2138,"82","20120601","routine"
2143,"90","20140303","routine"
2143,"92","20121120","routine"
2143,"100","20120604","routine"
2144,"100","20140609","routine"
2144,"90","20130628","routine"
2144,"89","20130111","routine"
2144,"93","20120412","routine"
2145,"91","20140305","routine"
2145,"90","20130426","routine"
2145,"100","20120419","routine"
2145,"100","20111117","routine"
2148,"96","20140313","routine"
2148,"96","20130314","routine"
2148,"83","20120419","routine"
2150,"91","20140326","routine"
2150,"92","20130930","routine"
2150,"96","20130326","routine"
2150,"98","20120919","routine"
2150,"98","20120327","routine"
2150,"89","20111026","routine"
2152,"89","20140306","routine"
2152,"92","20130514","routine"
2152,"93","20121024","routine"
2152,"90","20120306","routine"
2155,"98","20140423","routine"
2155,"100","20130802","routine"
2155,"100","20130107","routine"
2155,"100","20120628","routine"
2155,"100","20120113","routine"
2156,"85","20140521","routine"
2156,"80","20130923","routine"
2156,"92","20121119","routine"
2156,"94","20120423","routine"
2156,"92","20111006","routine"
2165,"90","20140529","routine"
2165,"94","20131030","routine"
2165,"92","20130212","routine"
2165,"94","20111214","routine"
2168,"94","20140207","routine"
2168,"87","20130529","routine"
2168,"96","20121120","routine"
2168,"94","20120314","routine"
2172,"92","20140401","routine"
2172,"80","20130711","routine"
2172,"90","20120605","routine"
2173,"86","20131224","routine"
2173,"88","20130607","routine"
2173,"69","20120919","routine"
2173,"84","20120319","routine"
2175,"100","20140327","routine"
2175,"100","20130515","routine"
2175,"96","20120913","routine"
2175,"100","20111220","routine"
2180,"84","20140618","routine"
2180,"80","20131101","routine"
2180,"86","20121127","routine"
2180,"67","20111025","routine"
2189,"90","20140612","routine"
2189,"75","20131024","routine"
2189,"80","20130124","routine"
2189,"89","20120531","routine"
2189,"84","20111208","routine"
2193,"96","20140807","routine"
2193,"86","20140218","routine"
2193,"85","20130611","routine"
2193,"87","20121205","routine"
2193,"98","20120508","routine"
2193,"84","20111116","routine"
2199,"84","20140502","routine"
2199,"84","20130607","routine"
2199,"78","20120830","routine"
2199,"78","20120829","routine"
2199,"82","20120113","routine"
2200,"86","20140625","routine"
2200,"79","20140213","routine"
2200,"82","20130919","routine"
2200,"85","20130103","routine"
2200,"88","20120417","routine"
2200,"78","20111118","routine"
2201,"92","20140108","routine"
2201,"71","20130319","routine"
2201,"81","20120105","routine"
2205,"77","20140228","routine"
2205,"88","20130716","routine"
2205,"79","20120920","routine"
2205,"81","20111129","routine"
2206,"89","20140505","routine"
2206,"92","20131204","routine"
2206,"94","20130708","routine"
2206,"89","20121213","routine"
2206,"85","20120621","routine"
2206,"89","20120124","routine"
2216,"89","20140626","routine"
2216,"88","20131205","routine"
2216,"70","20130115","routine"
2216,"86","20120621","routine"
2216,"81","20111025","routine"
2218,"100","20140226","routine"
2218,"86","20121128","routine"
2218,"92","20120127","routine"
2219,"96","20140731","routine"
2219,"92","20131113","routine"
2219,"94","20130116","routine"
2219,"80","20120816","routine"
2219,"96","20111207","routine"
2223,"86","20140520","routine"
2223,"79","20130114","routine"
2223,"85","20120217","routine"
2226,"98","20140318","routine"
2226,"94","20121120","routine"
2226,"96","20120328","routine"
2228,"96","20130819","routine"
2228,"82","20121113","routine"
2228,"92","20120112","routine"
2233,"82","20140520","routine"
2233,"55","20131216","routine"
2233,"74","20120918","routine"
2233,"80","20120321","routine"
2233,"71","20110914","routine"
2234,"72","20140520","routine"
2234,"75","20130923","routine"
2234,"75","20120814","routine"
2234,"86","20120227","routine"
2240,"80","20140210","routine"
2240,"100","20130115","routine"
2240,"100","20120203","routine"
2243,"90","20140626","routine"
2243,"89","20131219","routine"
2243,"100","20121025","routine"
2243,"100","20120330","routine"
2244,"90","20140618","routine"
2244,"90","20131206","routine"
2244,"100","20121024","routine"
2244,"100","20120411","routine"
2244,"100","20111012","routine"
2245,"98","20140703","routine"
2245,"85","20140103","routine"
2245,"91","20131227","routine"
2245,"100","20121025","routine"
2245,"100","20120327","routine"
2245,"100","20110914","routine"
2249,"89","20140703","routine"
2249,"90","20140102","routine"
2249,"98","20121031","routine"
2249,"98","20120320","routine"
2249,"100","20110908","routine"
2252,"92","20140811","routine"
2252,"85","20140122","routine"
2252,"100","20130213","routine"
2252,"100","20120724","routine"
2252,"100","20120124","routine"
2252,"100","20111118","routine"
2256,"96","20140314","routine"
2256,"96","20121129","routine"
2256,"88","20120111","routine"
2257,"80","20140805","routine"
2257,"90","20140204","routine"
2257,"93","20130307","routine"
2257,"93","20120511","routine"
2257,"98","20111101","routine"
2261,"96","20140311","routine"
2261,"90","20130829","routine"
2261,"90","20130425","routine"
2261,"94","20120919","routine"
2261,"96","20120425","routine"
2262,"100","20140311","routine"
2262,"92","20130829","routine"
2262,"92","20130425","routine"
2262,"100","20120919","routine"
2262,"96","20120425","routine"
2263,"90","20140310","routine"
2263,"94","20130612","routine"
2263,"96","20120912","routine"
2265,"94","20140522","routine"
2265,"94","20131030","routine"
2265,"88","20130522","routine"
2265,"85","20120514","routine"
2265,"100","20111104","routine"
2266,"88","20140414","routine"
2266,"90","20131011","routine"
2266,"98","20130416","routine"
2266,"96","20121026","routine"
2266,"85","20120416","routine"
2266,"85","20111114","routine"
2268,"90","20140723","routine"
2268,"96","20140206","routine"
2268,"92","20130610","routine"
2268,"96","20120508","routine"
2268,"94","20111004","routine"
2270,"90","20140211","routine"
2270,"72","20121113","routine"
2270,"90","20120208","routine"
2274,"96","20140625","routine"
2274,"85","20140130","routine"
2274,"98","20130220","routine"
2274,"96","20120302","routine"
2279,"98","20140411","routine"
2279,"94","20131212","routine"
2279,"96","20130627","routine"
2279,"94","20130124","routine"
2279,"93","20120511","routine"
2280,"83","20140515","routine"
2280,"84","20131216","routine"
2280,"87","20130529","routine"
2280,"90","20121219","routine"
2280,"81","20120327","routine"
2282,"98","20140322","routine"
2282,"100","20120917","routine"
2292,"79","20130621","routine"
2292,"87","20121105","routine"
2292,"85","20120417","routine"
2292,"81","20111221","routine"
2293,"100","20140602","routine"
2293,"100","20130916","routine"
2293,"96","20130108","routine"
2293,"96","20120529","routine"
2293,"98","20111208","routine"
2298,"92","20140814","routine"
2298,"90","20131025","routine"
2298,"90","20130304","routine"
2298,"98","20111031","routine"
2299,"98","20140227","routine"
2299,"98","20130924","routine"
2299,"98","20130327","routine"
2299,"98","20120914","routine"
2299,"98","20120321","routine"
2299,"98","20110923","routine"
2302,"86","20140709","routine"
2302,"55","20130819","routine"
2302,"65","20120716","routine"
2305,"96","20140527","routine"
2305,"87","20131002","routine"
2305,"100","20120320","routine"
2307,"96","20140820","routine"
2307,"90","20140204","routine"
2307,"94","20130806","routine"
2307,"90","20130129","routine"
2307,"88","20120711","routine"
2307,"94","20111209","routine"
2308,"94","20140529","routine"
2308,"94","20131126","routine"
2308,"91","20130621","routine"
2308,"100","20121217","routine"
2308,"98","20120611","routine"
2308,"98","20111205","routine"
2309,"98","20140807","routine"
2309,"92","20140117","routine"
2309,"94","20130805","routine"
2309,"98","20130111","routine"
2309,"98","20120424","routine"
2309,"100","20111025","routine"
2312,"98","20140312","routine"
2312,"87","20130826","routine"
2312,"91","20130213","routine"
2312,"88","20120618","routine"
2312,"88","20110914","routine"
2313,"100","20140624","routine"
2313,"100","20131212","routine"
2313,"100","20130625","routine"
2313,"100","20121107","routine"
2313,"96","20120106","routine"
2315,"98","20140319","routine"
2315,"100","20130925","routine"
2315,"89","20130315","routine"
2315,"96","20120913","routine"
2315,"87","20120307","routine"
2315,"100","20111006","routine"
2317,"98","20140414","routine"
2317,"96","20131015","routine"
2317,"100","20130415","routine"
2317,"96","20121023","routine"
2317,"100","20120416","routine"
2317,"93","20111114","routine"
2318,"92","20140312","routine"
2318,"96","20130723","routine"
2318,"98","20120418","routine"
2318,"90","20110916","routine"
2323,"90","20140306","routine"
2323,"87","20130515","routine"
2323,"92","20121009","routine"
2323,"89","20120125","routine"
2325,"79","20140603","routine"
2325,"90","20130529","routine"
2325,"86","20120820","routine"
2325,"89","20120112","routine"
2326,"80","20140421","routine"
2326,"75","20131105","routine"
2326,"96","20130509","routine"
2326,"85","20121113","routine"
2326,"81","20120509","routine"
2326,"75","20111206","routine"
2331,"78","20140227","routine"
2331,"71","20130626","routine"
2331,"90","20120921","routine"
2331,"82","20111130","routine"
2334,"81","20140204","routine"
2334,"80","20121218","routine"
2334,"88","20120530","routine"
2335,"94","20130916","routine"
2335,"93","20120530","routine"
2335,"92","20110927","routine"
2336,"88","20140625","routine"
2336,"92","20130822","routine"
2336,"85","20121108","routine"
2336,"100","20120302","routine"
2337,"92","20140609","routine"
2337,"82","20140106","routine"
2337,"82","20130521","routine"
2337,"94","20120530","routine"
2337,"89","20111116","routine"
2339,"98","20140805","routine"
2339,"96","20130905","routine"
2339,"96","20121023","routine"
2339,"92","20120308","routine"
2343,"100","20140317","routine"
2343,"100","20130923","routine"
2343,"100","20130312","routine"
2343,"100","20120823","routine"
2343,"98","20120307","routine"
2343,"91","20110916","routine"
2346,"100","20140319","routine"
2346,"100","20130924","routine"
2346,"100","20130318","routine"
2346,"100","20120913","routine"
2346,"96","20120307","routine"
2346,"91","20111006","routine"
2347,"93","20140324","routine"
2347,"96","20130926","routine"
2347,"100","20130318","routine"
2347,"96","20120917","routine"
2347,"91","20120322","routine"
2347,"82","20111017","routine"
2351,"96","20140328","routine"
2351,"89","20130930","routine"
2351,"93","20130325","routine"
2351,"89","20120919","routine"
2351,"83","20120328","routine"
2351,"81","20111026","routine"
2352,"92","20140421","routine"
2352,"94","20130919","routine"
2352,"80","20130424","routine"
2352,"98","20120905","routine"
2352,"89","20120217","routine"
2356,"91","20140416","routine"
2356,"90","20130909","routine"
2356,"82","20121102","routine"
2356,"90","20120111","routine"
2357,"90","20140317","routine"
2357,"86","20130819","routine"
2357,"90","20121108","routine"
2357,"93","20120320","routine"
2357,"88","20110919","routine"
2358,"86","20140811","routine"
2358,"90","20140203","routine"
2358,"92","20130709","routine"
2358,"92","20121114","routine"
2358,"85","20120103","routine"
2359,"87","20130710","routine"
2359,"89","20120323","routine"
2359,"92","20110921","routine"
2360,"80","20140730","routine"
2360,"87","20140114","routine"
2360,"72","20130416","routine"
2360,"87","20120502","routine"
2360,"92","20111013","routine"
2362,"82","20140512","routine"
2362,"85","20131002","routine"
2362,"81","20130430","routine"
2362,"94","20120430","routine"
2362,"88","20110921","routine"
2363,"96","20140828","routine"
2363,"96","20140327","routine"
2363,"100","20130820","routine"
2363,"94","20121213","routine"
2363,"75","20120426","routine"
2363,"92","20111005","routine"
2369,"90","20140821","routine"
2369,"94","20140205","routine"
2369,"90","20130715","routine"
2369,"91","20120611","routine"
2369,"91","20111107","routine"
2373,"83","20140225","routine"
2373,"89","20130108","routine"
2373,"85","20120207","routine"
2374,"89","20131206","routine"
2374,"90","20121228","routine"
2374,"88","20120207","routine"
2375,"85","20140227","routine"
2375,"87","20130109","routine"
2375,"83","20120214","routine"
2377,"92","20140603","routine"
2377,"78","20130626","routine"
2377,"80","20121227","routine"
2377,"80","20111213","routine"
2384,"88","20130927","routine"
2384,"89","20120321","routine"
2385,"96","20140228","routine"
2385,"96","20130222","routine"
2385,"91","20120329","routine"
2385,"98","20111115","routine"
2387,"87","20131203","routine"
2387,"85","20130213","routine"
2387,"94","20120215","routine"
2387,"90","20111108","routine"
2388,"90","20140411","routine"
2388,"94","20130514","routine"
2388,"85","20130108","routine"
2388,"87","20120612","routine"
2388,"96","20111114","routine"
2397,"94","20130530","routine"
2397,"94","20120927","routine"
2397,"94","20120725","routine"
2397,"94","20111207","routine"
2401,"78","20131226","routine"
2401,"75","20130422","routine"
2401,"90","20120222","routine"
2404,"88","20140514","routine"
2404,"96","20130124","routine"
2404,"94","20120302","routine"
2406,"76","20130930","routine"
2406,"94","20120611","routine"
2407,"92","20140307","routine"
2407,"98","20130227","routine"
2407,"96","20120125","routine"
2409,"96","20140422","routine"
2409,"98","20131105","routine"
2409,"94","20130509","routine"
2409,"94","20121119","routine"
2409,"96","20120509","routine"
2409,"89","20111206","routine"
2410,"98","20140428","routine"
2410,"94","20131106","routine"
2410,"98","20130521","routine"
2410,"92","20121127","routine"
2410,"100","20120511","routine"
2410,"85","20111208","routine"
2418,"87","20131125","routine"
2418,"85","20130227","routine"
2418,"82","20120202","routine"
2420,"94","20140825","routine"
2420,"90","20131004","routine"
2420,"88","20120912","routine"
2420,"96","20120202","routine"
2421,"80","20140327","routine"
2421,"72","20131125","routine"
2421,"77","20121001","routine"
2421,"80","20120326","routine"
2421,"88","20111017","routine"
2426,"94","20140205","routine"
2426,"98","20130801","routine"
2426,"93","20130124","routine"
2426,"93","20120927","routine"
2426,"89","20120321","routine"
2426,"94","20111013","routine"
2427,"85","20140123","routine"
2427,"74","20130819","routine"
2427,"70","20130610","routine"
2427,"77","20120716","routine"
2427,"80","20120202","routine"
2428,"76","20131216","routine"
2428,"64","20130403","routine"
2428,"61","20120328","routine"
2433,"98","20140610","routine"
2433,"94","20130606","routine"
2433,"90","20121126","routine"
2433,"82","20120606","routine"
2437,"88","20140205","routine"
2437,"80","20130712","routine"
2437,"90","20120510","routine"
2437,"94","20111003","routine"
2447,"100","20140317","routine"
2447,"100","20130905","routine"
2447,"98","20130312","routine"
2447,"96","20120823","routine"
2447,"93","20120305","routine"
2447,"96","20110920","routine"
2453,"96","20140123","routine"
2453,"96","20130730","routine"
2453,"78","20130115","routine"
2453,"91","20120817","routine"
2453,"88","20120301","routine"
2454,"77","20140321","routine"
2454,"89","20130318","routine"
2454,"85","20120621","routine"
2454,"76","20111101","routine"
2455,"100","20140418","routine"
2455,"100","20131021","routine"
2455,"100","20130425","routine"
2455,"100","20121030","routine"
2455,"100","20120427","routine"
2455,"96","20111129","routine"
2463,"80","20140508","routine"
2463,"98","20121127","routine"
2463,"79","20111115","routine"
2465,"88","20131009","routine"
2465,"92","20121004","routine"
2465,"100","20111110","routine"
2469,"96","20140502","routine"
2469,"87","20130815","routine"
2469,"87","20121010","routine"
2469,"96","20120125","routine"
2472,"100","20140505","routine"
2472,"100","20131204","routine"
2472,"98","20130521","routine"
2472,"98","20121019","routine"
2472,"98","20120418","routine"
2472,"100","20111101","routine"
2475,"94","20130919","routine"
2475,"94","20120514","routine"
2475,"94","20110921","routine"
2483,"100","20140605","routine"
2483,"92","20131021","routine"
2483,"96","20121022","routine"
2483,"94","20120416","routine"
2483,"90","20111102","routine"
2495,"87","20140429","routine"
2495,"96","20131125","routine"
2495,"98","20130604","routine"
2495,"100","20121025","routine"
2495,"98","20120313","routine"
2497,"94","20140416","routine"
2497,"89","20131007","routine"
2497,"82","20121106","routine"
2497,"89","20120330","routine"
2497,"82","20110909","routine"
2501,"90","20140318","routine"
2501,"100","20130722","routine"
2501,"100","20130108","routine"
2501,"100","20120523","routine"
2501,"100","20111208","routine"
2505,"94","20140418","routine"
2505,"94","20131113","routine"
2505,"90","20130513","routine"
2505,"90","20121108","routine"
2505,"92","20120105","routine"
2507,"96","20140213","routine"
2507,"100","20130508","routine"
2507,"96","20120509","routine"
2517,"92","20140428","routine"
2517,"81","20131125","routine"
2517,"83","20130604","routine"
2517,"96","20121003","routine"
2517,"85","20120313","routine"
2519,"94","20140205","routine"
2519,"94","20130820","routine"
2519,"94","20130228","routine"
2519,"96","20120822","routine"
2519,"96","20120228","routine"
2521,"92","20140423","routine"
2521,"96","20130718","routine"
2521,"96","20120411","routine"
2521,"93","20110930","routine"
2523,"100","20140214","routine"
2523,"94","20130419","routine"
2523,"92","20120917","routine"
2523,"92","20111103","routine"
2535,"88","20140429","routine"
2535,"84","20131126","routine"
2535,"96","20130524","routine"
2535,"98","20120514","routine"
2535,"91","20111101","routine"
2538,"85","20130925","routine"
2538,"80","20120305","routine"
2542,"92","20140407","routine"
2542,"83","20131021","routine"
2542,"74","20121219","routine"
2542,"83","20111020","routine"
2544,"72","20140303","routine"
2544,"78","20130205","routine"
2544,"78","20120823","routine"
2544,"75","20120410","routine"
2548,"98","20140609","routine"
2548,"96","20130830","routine"
2548,"90","20130212","routine"
2548,"84","20120416","routine"
2549,"90","20140117","routine"
2549,"88","20130719","routine"
2549,"83","20130321","routine"
2549,"84","20120905","routine"
2549,"72","20120209","routine"
2553,"94","20140402","routine"
2553,"100","20131003","routine"
2553,"100","20130328","routine"
2553,"96","20121004","routine"
2553,"89","20120404","routine"
2553,"92","20111101","routine"
2555,"84","20140806","routine"
2555,"81","20131216","routine"
2555,"86","20130419","routine"
2555,"92","20120921","routine"
2555,"92","20120416","routine"
2555,"89","20111129","routine"
2559,"90","20130416","routine"
2559,"100","20120606","routine"
2559,"100","20111027","routine"
2561,"62","20130501","routine"
2561,"90","20120620","routine"
2561,"94","20111208","routine"
2578,"100","20130207","routine"
2578,"98","20120509","routine"
2578,"96","20111020","routine"
2579,"100","20140102","routine"
2579,"98","20130313","routine"
2579,"87","20120904","routine"
2579,"66","20120131","routine"
2580,"94","20140312","routine"
2580,"91","20130501","routine"
2580,"85","20120509","routine"
2586,"61","20130624","routine"
2586,"82","20120523","routine"
2588,"94","20131119","routine"
2588,"94","20130124","routine"
2588,"94","20120430","routine"
2588,"98","20111012","routine"
2589,"91","20140121","routine"
2589,"92","20130517","routine"
2589,"92","20120821","routine"
2589,"88","20120118","routine"
2590,"89","20140804","routine"
2590,"93","20131204","routine"
2590,"96","20130306","routine"
2590,"98","20120731","routine"
2590,"98","20120104","routine"
2592,"96","20140721","routine"
2592,"100","20131028","routine"
2592,"98","20130116","routine"
2592,"98","20120626","routine"
2592,"100","20111208","routine"
2593,"88","20140611","routine"
2593,"90","20120607","routine"
2596,"96","20140326","routine"
2596,"92","20130318","routine"
2596,"98","20120905","routine"
2596,"100","20120308","routine"
2597,"98","20140422","routine"
2597,"96","20131118","routine"
2597,"100","20121126","routine"
2597,"100","20120302","routine"
2598,"100","20140709","routine"
2598,"100","20140131","routine"
2598,"91","20130610","routine"
2598,"98","20121126","routine"
2598,"91","20120511","routine"
2598,"100","20111202","routine"
2599,"85","20140501","routine"
2599,"76","20131008","routine"
2599,"76","20130102","routine"
2599,"83","20120723","routine"
2599,"85","20120216","routine"
2601,"100","20140618","routine"
2601,"82","20130820","routine"
2601,"86","20130110","routine"
2601,"78","20120608","routine"
2601,"90","20110928","routine"
2609,"78","20131107","routine"
2609,"79","20130201","routine"
2609,"77","20120711","routine"
2609,"89","20120124","routine"
2610,"90","20140402","routine"
2610,"92","20130918","routine"
2610,"80","20130417","routine"
2610,"94","20120417","routine"
2610,"94","20111108","routine"
2613,"88","20140613","routine"
2613,"88","20131115","routine"
2613,"96","20130423","routine"
2613,"90","20120905","routine"
2613,"90","20110920","routine"
2615,"70","20140226","routine"
2615,"72","20130610","routine"
2615,"77","20120815","routine"
2615,"73","20111021","routine"
2619,"82","20131113","routine"
2619,"80","20120718","routine"
2620,"84","20140516","routine"
2620,"82","20130829","routine"
2620,"87","20121115","routine"
2620,"82","20111212","routine"
2622,"87","20140311","routine"
2622,"88","20130716","routine"
2622,"83","20121206","routine"
2622,"89","20120515","routine"
2622,"74","20111027","routine"
2627,"86","20140415","routine"
2627,"94","20131118","routine"
2627,"96","20120615","routine"
2627,"89","20111128","routine"
2632,"94","20140807","routine"
2632,"88","20140206","routine"
2632,"86","20130516","routine"
2632,"90","20121026","routine"
2632,"91","20120425","routine"
2632,"94","20111109","routine"
2633,"100","20140410","routine"
2633,"100","20130724","routine"
2633,"92","20130213","routine"
2633,"96","20120712","routine"
2633,"84","20111202","routine"
2638,"96","20140429","routine"
2638,"91","20131119","routine"
2638,"96","20130523","routine"
2638,"94","20121204","routine"
2638,"80","20120515","routine"
2638,"92","20111213","routine"
2643,"94","20140122","routine"
2643,"93","20130729","routine"
2643,"98","20130109","routine"
2643,"96","20120820","routine"
2643,"93","20120302","routine"
2643,"88","20110929","routine"
2645,"90","20140127","routine"
2645,"94","20130102","routine"
2645,"90","20120419","routine"
2645,"98","20110927","routine"
2646,"92","20140414","routine"
2646,"89","20131011","routine"
2646,"96","20130415","routine"
2646,"94","20121023","routine"
2646,"78","20120416","routine"
2646,"88","20111114","routine"
2648,"92","20140204","routine"
2648,"89","20130801","routine"
2648,"81","20130123","routine"
2648,"100","20120822","routine"
2648,"78","20120814","routine"
2648,"76","20120320","routine"
2648,"89","20111003","routine"
2649,"98","20140319","routine"
2649,"98","20130923","routine"
2649,"94","20130313","routine"
2649,"87","20120801","routine"
2649,"76","20120307","routine"
2649,"78","20110922","routine"
2652,"96","20140122","routine"
2652,"91","20130729","routine"
2652,"96","20130129","routine"
2652,"91","20120619","routine"
2652,"96","20111019","routine"
2653,"90","20140507","routine"
2653,"90","20130916","routine"
2653,"94","20130115","routine"
2653,"72","20120425","routine"
2653,"92","20110928","routine"
2659,"83","20140825","routine"
2659,"94","20140129","routine"
2659,"89","20130612","routine"
2659,"78","20121120","routine"
2659,"86","20120502","routine"
2659,"91","20111109","routine"
2664,"88","20140326","routine"
2664,"88","20130801","routine"
2664,"88","20130116","routine"
2664,"63","20121017","routine"
2664,"90","20120214","routine"
2667,"98","20140414","routine"
2667,"84","20130829","routine"
2667,"96","20130606","routine"
2667,"98","20121204","routine"
2667,"100","20120314","routine"
2671,"90","20140825","routine"
2671,"72","20130501","routine"
2671,"71","20121101","routine"
2671,"81","20111222","routine"
2674,"86","20140117","routine"
2674,"96","20130530","routine"
2674,"94","20120607","routine"
2674,"96","20111104","routine"
2676,"98","20140421","routine"
2676,"96","20130903","routine"
2676,"94","20120725","routine"
2676,"98","20111117","routine"
2684,"90","20140509","routine"
2684,"92","20131007","routine"
2684,"79","20130812","routine"
2684,"88","20121126","routine"
2684,"62","20120124","routine"
2688,"90","20140722","routine"
2688,"90","20140130","routine"
2688,"71","20130514","routine"
2688,"87","20120828","routine"
2688,"80","20120322","routine"
2688,"94","20110921","routine"
2689,"92","20140528","routine"
2689,"100","20131121","routine"
2689,"98","20130225","routine"
2689,"100","20120523","routine"
2689,"100","20110928","routine"
2690,"96","20140827","routine"
2690,"92","20140203","routine"
2690,"87","20130529","routine"
2690,"91","20120828","routine"
2690,"96","20120222","routine"
2690,"96","20110928","routine"
2692,"100","20140402","routine"
2692,"100","20130917","routine"
2692,"100","20130118","routine"
2692,"98","20120619","routine"
2692,"98","20111027","routine"
2697,"79","20140428","routine"
2697,"70","20130916","routine"
2697,"55","20121126","routine"
2697,"67","20111025","routine"
2700,"80","20140227","routine"
2700,"72","20130606","routine"
2700,"74","20120912","routine"
2702,"91","20140407","routine"
2702,"89","20131011","routine"
2702,"93","20130410","routine"
2702,"98","20121023","routine"
2702,"96","20120416","routine"
2702,"98","20111109","routine"
2704,"100","20140616","routine"
2704,"96","20131205","routine"
2704,"94","20130508","routine"
2704,"81","20120518","routine"
2704,"89","20111205","routine"
2706,"89","20131106","routine"
2706,"90","20121024","routine"
2706,"90","20120315","routine"
2706,"85","20111109","routine"
2709,"92","20140604","routine"
2709,"72","20130724","routine"
2709,"87","20120822","routine"
2709,"90","20120118","routine"
2714,"87","20140827","routine"
2714,"98","20140224","routine"
2714,"85","20130805","routine"
2714,"96","20121009","routine"
2714,"96","20120608","routine"
2714,"92","20120110","routine"
2716,"90","20140409","routine"
2716,"90","20130322","routine"
2716,"96","20120301","routine"
2717,"90","20140610","routine"
2717,"83","20130613","routine"
2717,"77","20121113","routine"
2717,"90","20120124","routine"
2721,"87","20140121","routine"
2721,"98","20130729","routine"
2721,"98","20130114","routine"
